,lon,lat,alt,L,B,MLT,losscone1,losscone2,pitch,SAA,att,counts,event_id,Beq
2004-01-01 06:12:55.980,29.189,-25.787,542.623,1.645,0.233,7.809,68.26,68.26,86.922,1,0,1440.0,156,0.0688
2004-01-01 06:12:56.300,29.191,-25.806,542.629,1.645,0.233,7.809,68.263,68.263,86.927,1,0,1504.0,156,0.0687
2004-01-01 06:13:11.260,29.297,-26.732,542.901,1.679,0.233,7.8,68.418,68.418,86.757,1,0,4224.0,157,0.0647
2004-01-01 06:13:11.300,29.298,-26.734,542.901,1.679,0.233,7.8,68.419,68.419,86.759,1,0,3648.0,157,0.0647
2004-01-01 17:47:10.940,26.124,-27.739,468.235,1.708,0.235,18.943,70.548,70.548,85.631,1,0,688.0,158,0.0613
2004-01-05 17:47:52.700,17.734,-26.679,460.693,1.675,0.231,18.389,70.218,70.218,85.716,1,0,4224.0,159,0.0646
2004-01-05 17:47:52.900,17.736,-26.666,460.683,1.675,0.231,18.389,70.215,70.215,85.734,1,0,4224.0,159,0.0646
2004-01-05 17:47:53.540,17.74,-26.625,460.651,1.674,0.231,18.391,70.206,70.206,85.701,1,0,4224.0,159,0.0648
2004-01-06 17:23:53.480,21.348,-28.36,460.764,1.737,0.231,18.211,70.795,70.795,85.191,1,0,6016.0,160,0.0584
2004-01-06 17:23:53.500,21.349,-28.359,460.763,1.737,0.231,18.211,70.795,70.795,85.19,1,0,6016.0,160,0.0584
2004-01-27 10:17:57.080,-77.599,-57.933,482.963,2.119,0.306,5.581,64.657,64.657,94.678,0,0,2880.0,161,0.0316
2004-01-27 10:17:57.340,-77.591,-57.949,482.959,2.12,0.306,5.581,64.657,64.657,94.855,0,0,3520.0,161,0.0315
2004-01-27 10:17:57.640,-77.582,-57.967,482.954,2.121,0.306,5.582,64.657,64.657,95.059,0,0,2880.0,161,0.0315
2004-01-27 10:17:57.880,-77.575,-57.982,482.951,2.122,0.306,5.582,64.657,64.657,95.222,0,0,2880.0,161,0.0315
2004-01-27 10:17:58.140,-77.568,-57.998,482.946,2.123,0.306,5.583,64.657,64.657,95.398,0,0,2496.0,161,0.0314
2004-01-29 14:37:54.740,14.923,-27.2,469.98,1.698,0.228,15.038,69.935,69.935,87.411,1,0,2624.0,162,0.0624
2004-01-30 02:40:49.620,21.897,-27.706,484.798,1.717,0.23,3.282,70.054,70.054,87.66,1,0,4224.0,163,0.0605
2004-01-31 02:18:42.720,26.638,-34.094,480.339,1.978,0.232,3.041,70.924,70.924,88.015,1,0,2240.0,164,0.0397
2004-02-13 00:17:04.920,29.701,-33.24,458.492,1.94,0.238,1.222,71.164,71.164,65.672,1,1,344.0,165,0.0425
2004-02-13 00:17:05.340,29.705,-33.266,458.497,1.941,0.238,1.221,71.163,71.163,65.664,1,1,376.0,165,0.0424
2004-02-13 00:17:05.540,29.707,-33.279,458.499,1.942,0.238,1.221,71.163,71.163,65.66,1,1,312.0,165,0.0423
2004-02-24 22:37:06.420,29.388,-32.196,458.176,1.889,0.237,23.655,71.173,71.173,97.658,1,1,376.0,166,0.0457
2004-02-27 23:00:53.840,18.661,-39.159,467.621,2.208,0.226,23.164,71.715,71.715,92.16,1,1,408.0,167,0.0288
2004-02-27 23:00:54.120,18.665,-39.177,467.637,2.209,0.226,23.164,71.714,71.714,92.158,1,1,328.0,167,0.0287
2004-02-28 22:35:05.120,21.641,-32.958,463.59,1.925,0.228,23.126,71.528,71.528,90.952,1,1,2880.0,168,0.0433
2004-02-28 22:35:05.340,21.643,-32.972,463.602,1.925,0.228,23.126,71.529,71.529,90.955,1,1,3136.0,168,0.0432
2004-02-28 22:35:06.100,21.65,-33.02,463.643,1.927,0.228,23.125,71.533,71.533,90.966,1,1,2496.0,168,0.0431
2004-07-28 00:57:41.160,30.875,-36.952,537.491,2.144,0.236,2.346,68.822,68.822,80.262,1,1,140.0,169,0.0315
2004-07-28 00:57:41.440,30.877,-36.97,537.494,2.145,0.236,2.345,68.82,68.82,80.262,1,1,164.0,169,0.0315
2004-08-09 08:31:16.540,-101.921,-56.626,511.731,2.19,0.347,2.478,63.602,63.602,51.883,0,1,204.0,170,0.0284
2004-08-09 08:31:16.820,-101.914,-56.643,511.724,2.191,0.347,2.479,63.603,63.603,51.862,0,1,228.0,170,0.0283
2004-08-15 05:57:05.220,-76.821,-54.442,497.182,1.918,0.285,1.087,64.317,64.317,68.66,0,1,1056.0,171,0.0427
2004-08-17 22:17:56.780,26.496,-35.561,496.602,2.057,0.231,23.488,70.534,70.534,100.746,1,1,3520.0,172,0.0356
2004-08-17 22:17:58.440,26.512,-35.665,496.567,2.062,0.231,23.486,70.53,70.53,100.784,1,1,4480.0,172,0.0354
2004-08-30 04:15:07.200,-80.995,-58.099,466.46,2.13,0.315,23.364,65.102,65.102,105.112,0,1,1056.0,173,0.0309
2004-08-30 04:15:07.460,-80.987,-58.115,466.461,2.131,0.315,23.364,65.102,65.102,105.125,0,1,1056.0,173,0.0309
2004-09-16 05:10:03.000,30.374,-32.54,514.605,1.912,0.235,6.679,69.617,69.617,86.676,1,0,376.0,174,0.0428
2004-09-16 05:10:03.460,30.378,-32.512,514.612,1.911,0.235,6.68,69.616,69.616,86.716,1,0,488.0,174,0.044
2004-09-16 09:48:23.280,-44.032,-49.217,510.461,1.882,0.227,6.463,66.47,66.47,78.659,1,0,1696.0,175,0.046
2004-09-16 09:48:24.460,-44.012,-49.144,510.485,1.88,0.227,6.464,66.482,66.482,78.76,1,0,2016.0,175,0.0462
2004-09-16 09:48:24.640,-44.009,-49.133,510.488,1.879,0.227,6.465,66.484,66.484,78.775,1,0,1888.0,175,0.0462
2004-09-20 05:01:37.260,24.785,-28.919,522.847,1.768,0.228,6.296,69.432,69.432,89.942,1,0,592.0,176,0.0557
2004-09-25 04:24:41.020,22.356,-34.694,530.024,2.015,0.223,5.387,70.032,70.032,90.433,1,0,2016.0,177,0.0378
2004-09-25 04:24:41.260,22.358,-34.68,530.023,2.014,0.223,5.388,70.031,70.031,90.452,1,0,2240.0,177,0.0378
2004-09-25 04:24:41.720,22.362,-34.651,530.023,2.013,0.223,5.389,70.029,70.029,90.489,1,0,2368.0,177,0.0379
2004-09-25 04:24:48.440,22.424,-34.235,530.007,1.994,0.223,5.407,70.003,70.003,90.197,1,0,2624.0,178,0.039
2004-09-25 04:25:08.260,22.602,-33.007,529.953,1.94,0.224,5.459,69.897,69.897,89.918,1,0,3648.0,179,0.0423
2004-11-09 22:30:36.980,15.303,-30.55,462.438,1.816,0.225,23.041,71.002,71.002,65.111,1,3,3392.0,180,0.0509
2004-11-14 06:26:23.620,-102.161,33.831,447.21,2.023,0.409,23.854,65.679,70.798,75.623,0,1,592.0,181,0.0355
2004-11-14 06:26:26.440,-102.135,34.01,447.309,2.035,0.41,23.855,65.687,70.772,75.963,0,1,1248.0,181,0.0349
2004-11-14 06:26:26.940,-102.13,34.041,447.326,2.038,0.41,23.855,65.688,70.768,76.022,0,1,1696.0,181,0.0348
2004-11-14 06:26:27.420,-102.125,34.072,447.343,2.04,0.41,23.855,65.69,70.765,76.079,0,1,1760.0,181,0.0347
2004-11-14 06:26:28.100,-102.119,34.115,447.367,2.044,0.41,23.855,65.692,70.76,76.16,0,1,1696.0,181,0.0345
2004-12-09 07:01:04.460,15.034,-26.961,472.125,1.69,0.228,7.898,69.868,69.868,87.871,1,0,6016.0,182,0.0632
2004-12-09 07:01:04.660,15.036,-26.973,472.121,1.69,0.228,7.898,69.872,69.872,87.885,1,0,6272.0,182,0.0631
2004-12-09 07:01:05.340,15.041,-27.016,472.109,1.692,0.228,7.898,69.883,69.883,87.925,1,0,6016.0,182,0.0629
2004-12-09 07:01:05.520,15.042,-27.027,472.106,1.692,0.228,7.898,69.886,69.886,87.933,1,0,6272.0,182,0.0629
2004-12-09 07:01:05.840,15.045,-27.048,472.1,1.693,0.228,7.897,69.892,69.892,87.948,1,0,6272.0,182,0.0628
2004-12-09 07:01:06.320,15.048,-27.078,472.092,1.694,0.228,7.897,69.9,69.9,87.97,1,0,6528.0,182,0.0627
2004-12-11 12:31:11.220,-64.583,-54.513,464.293,1.937,0.269,8.59,65.817,65.817,88.444,0,0,2240.0,183,0.0417
2004-12-12 05:42:04.380,30.069,-34.411,464.382,1.996,0.238,7.252,70.96,70.96,87.978,1,0,3648.0,184,0.0389
2004-12-12 05:42:04.620,30.072,-34.426,464.38,1.996,0.238,7.251,70.959,70.959,87.96,1,0,3520.0,184,0.0389
2004-12-12 05:42:05.720,30.082,-34.495,464.371,2.0,0.238,7.25,70.957,70.957,87.877,1,0,3392.0,184,0.0387
2004-12-12 17:11:30.200,26.218,-29.173,472.399,1.766,0.233,18.503,70.716,70.716,86.573,1,0,3008.0,185,0.0557
2004-12-17 05:00:18.240,29.381,-31.364,456.08,1.851,0.237,6.485,71.193,71.193,87.992,1,0,976.0,186,0.0485
2004-12-17 05:00:18.980,29.388,-31.411,456.079,1.853,0.237,6.485,71.196,71.196,88.049,1,0,1312.0,186,0.0483
2004-12-17 05:00:19.160,29.389,-31.422,456.079,1.853,0.237,6.484,71.196,71.196,88.038,1,0,2112.0,186,0.0483
2004-12-17 05:00:19.340,29.391,-31.434,456.079,1.854,0.237,6.484,71.197,71.197,88.023,1,0,1696.0,186,0.0482
2004-12-17 05:00:19.540,29.393,-31.446,456.079,1.854,0.237,6.484,71.197,71.197,88.007,1,0,1696.0,186,0.0482
2004-12-17 05:00:19.720,29.394,-31.458,456.078,1.855,0.237,6.484,71.198,71.198,87.993,1,0,1440.0,186,0.0482
2004-12-17 05:00:19.920,29.396,-31.471,456.078,1.855,0.237,6.484,71.198,71.198,87.976,1,0,1376.0,186,0.0481
2004-12-17 05:00:23.740,29.429,-31.712,456.075,1.865,0.237,6.48,71.21,71.21,87.666,1,0,1312.0,187,0.0473
2004-12-17 05:01:43.020,30.182,-36.727,456.185,2.111,0.24,6.403,71.055,71.055,87.246,1,0,312.0,188,0.0329
2005-01-24 23:54:36.980,25.663,-38.906,501.977,2.226,0.231,0.38,70.282,70.282,85.327,1,1,6528.0,189,0.028
2005-01-25 23:25:01.960,29.215,-30.862,495.156,1.834,0.234,0.358,70.154,70.154,83.949,1,1,2240.0,190,0.0496
2005-01-25 23:25:02.340,29.218,-30.886,495.183,1.835,0.234,0.358,70.155,70.155,84.017,1,1,2496.0,190,0.0495
2005-01-25 23:26:03.060,29.759,-34.681,499.425,2.012,0.235,0.302,70.081,70.081,85.491,1,1,1312.0,191,0.0378
2005-01-25 23:26:03.320,29.761,-34.697,499.443,2.013,0.235,0.302,70.08,70.08,85.466,1,1,1440.0,191,0.0378
2005-02-04 21:59:31.240,30.592,-35.453,520.065,2.054,0.235,22.934,69.404,69.404,114.98,1,1,656.0,192,0.0355
2005-02-04 21:59:31.480,30.594,-35.468,520.078,2.055,0.235,22.934,69.403,69.403,114.997,1,1,720.0,192,0.0354
2005-02-04 21:59:32.160,30.601,-35.51,520.115,2.057,0.235,22.933,69.398,69.398,115.043,1,1,816.0,192,0.0353
2005-02-04 21:59:32.840,30.607,-35.552,520.153,2.059,0.235,22.933,69.394,69.394,115.088,1,1,624.0,192,0.0352
2005-02-08 21:43:17.340,26.057,-34.656,524.772,2.014,0.228,22.418,69.895,69.895,61.11,1,1,2240.0,193,0.0377
2005-02-14 08:28:01.820,22.206,-32.148,477.085,1.889,0.227,9.292,71.119,71.119,90.581,1,0,2880.0,194,0.0454
2005-02-14 08:28:02.020,22.208,-32.136,477.071,1.888,0.227,9.292,71.117,71.117,90.564,1,0,2880.0,194,0.0455
2005-02-14 08:28:02.620,22.213,-32.098,477.03,1.887,0.227,9.294,71.113,71.113,90.515,1,0,2752.0,194,0.0456
2005-02-16 07:31:35.260,31.301,-36.192,477.024,2.087,0.24,8.787,70.356,70.356,92.153,1,0,236.0,195,0.034
2005-02-16 07:31:35.760,31.307,-36.16,476.989,2.086,0.24,8.789,70.359,70.359,92.114,1,0,392.0,195,0.0341
2005-02-16 07:31:36.000,31.309,-36.145,476.972,2.085,0.24,8.789,70.36,70.36,92.096,1,0,264.0,195,0.0341
2005-02-16 07:32:13.880,31.676,-33.764,474.365,1.963,0.24,8.896,70.475,70.475,92.089,1,0,376.0,196,0.0407
2005-02-16 07:32:14.460,31.681,-33.728,474.326,1.961,0.24,8.898,70.476,70.476,92.055,1,0,656.0,196,0.0408
2005-02-16 07:32:14.680,31.683,-33.714,474.311,1.96,0.24,8.898,70.476,70.476,92.036,1,0,848.0,196,0.0409
2005-02-17 20:41:09.360,21.463,-28.663,526.104,1.761,0.225,21.306,69.288,69.288,61.31,1,0,2240.0,197,0.0562
2005-02-18 20:13:17.140,26.251,-28.089,525.789,1.73,0.229,21.188,69.203,69.203,75.447,1,0,8064.0,198,0.0589
2005-02-23 19:30:32.040,27.925,-35.282,524.476,2.046,0.231,20.431,69.683,69.683,93.27,1,0,2112.0,199,0.036
2005-02-27 19:12:29.800,23.188,-31.37,519.402,1.864,0.225,19.96,69.953,69.953,94.375,1,0,3904.0,200,0.0473
2005-02-27 19:12:31.340,23.201,-31.466,519.402,1.868,0.225,19.958,69.966,69.966,94.452,1,0,4032.0,200,0.047
2005-03-01 18:17:51.140,33.459,-34.924,516.032,2.033,0.241,19.628,69.057,69.057,93.194,1,0,1056.0,201,0.0369
2005-03-07 08:04:25.320,-21.459,-51.25,457.732,2.307,0.232,5.668,69.289,69.289,80.911,1,0,376.0,202,0.0252
2005-03-07 08:04:25.920,-21.447,-51.212,457.706,2.306,0.232,5.67,69.297,69.297,80.981,1,0,328.0,202,0.0253
2005-03-07 08:04:26.240,-21.44,-51.192,457.693,2.305,0.232,5.67,69.301,69.301,81.017,1,0,328.0,202,0.0253
2005-03-08 06:09:06.360,11.898,-25.971,444.584,1.647,0.23,6.353,70.169,70.169,88.261,1,0,1056.0,203,0.0676
2005-03-08 06:09:06.520,11.899,-25.96,444.581,1.646,0.23,6.353,70.167,70.167,88.245,1,0,1120.0,203,0.0676
2005-03-08 06:09:06.840,11.901,-25.94,444.575,1.646,0.23,6.354,70.162,70.162,88.213,1,0,912.0,203,0.0677
2005-03-08 18:10:21.080,19.704,-30.823,502.979,1.838,0.224,18.764,70.248,70.248,92.28,1,0,4480.0,204,0.0492
2005-05-14 20:14:27.260,17.246,-29.297,504.782,1.781,0.223,21.171,69.787,69.787,89.478,1,0,1312.0,205,0.0542
2005-05-24 16:59:45.960,42.404,-41.272,495.552,2.448,0.274,18.954,67.538,67.538,87.379,0,0,132.0,206,0.0211
2005-05-30 17:17:30.440,26.483,-36.354,475.804,2.091,0.232,18.443,71.053,71.053,92.517,1,0,1824.0,207,0.0339
2005-05-30 17:17:30.700,26.486,-36.338,475.787,2.09,0.232,18.444,71.054,71.054,92.545,1,0,1952.0,207,0.0339
2005-05-30 17:17:30.960,26.488,-36.321,475.769,2.089,0.232,18.445,71.055,71.055,92.572,1,0,1952.0,207,0.0339
2005-05-30 17:17:31.220,26.491,-36.305,475.751,2.088,0.232,18.446,71.056,71.056,92.559,1,0,1696.0,207,0.034
2005-06-17 03:29:43.720,28.201,-32.522,506.259,1.911,0.232,4.841,70.084,70.084,89.019,1,0,456.0,208,0.044
2005-06-17 03:29:44.320,28.206,-32.56,506.253,1.913,0.232,4.84,70.086,70.086,88.979,1,0,472.0,208,0.0439
2005-06-18 10:58:15.340,-78.435,-58.089,497.454,2.138,0.305,5.864,64.199,64.199,93.795,0,0,264.0,209,0.0307
2005-06-18 10:58:15.840,-78.421,-58.12,497.443,2.14,0.305,5.865,64.199,64.199,94.038,0,0,312.0,209,0.0306
2005-06-18 10:58:16.340,-78.406,-58.15,497.433,2.142,0.306,5.866,64.199,64.199,94.336,0,0,296.0,209,0.0305
2005-06-19 13:59:04.340,33.722,-38.131,448.112,2.193,0.249,15.167,70.572,70.572,88.91,1,0,148.0,210,0.0293
2005-06-19 13:59:04.620,33.725,-38.113,448.103,2.192,0.249,15.168,70.573,70.573,88.929,1,0,424.0,210,0.0294
2005-06-19 13:59:04.880,33.728,-38.097,448.094,2.191,0.249,15.169,70.575,70.575,88.947,1,0,504.0,210,0.0294
2005-06-19 13:59:05.120,33.73,-38.082,448.086,2.19,0.249,15.17,70.576,70.576,88.955,1,0,344.0,210,0.0295
2005-08-20 10:37:39.820,-50.956,-52.367,528.674,1.957,0.24,6.705,65.0,65.0,80.72,1,0,752.0,211,0.041
2005-08-26 04:37:19.900,30.458,-41.548,514.135,2.407,0.242,5.731,68.889,68.889,91.965,1,0,4992.0,212,0.0222
2005-08-26 04:37:20.200,30.462,-41.53,514.119,2.406,0.242,5.732,68.892,68.892,92.0,1,0,6528.0,212,0.0223
2005-08-26 04:37:20.500,30.466,-41.511,514.102,2.405,0.242,5.733,68.895,68.895,92.034,1,0,6016.0,212,0.0223
2005-08-26 04:37:20.800,30.469,-41.492,514.085,2.404,0.242,5.734,68.897,68.897,92.069,1,0,4736.0,212,0.0223
2005-08-26 04:37:21.080,30.473,-41.475,514.069,2.403,0.242,5.735,68.9,68.9,92.101,1,0,3904.0,212,0.0224
2005-08-26 04:37:21.940,30.483,-41.422,514.021,2.399,0.242,5.738,68.908,68.908,92.2,1,0,3264.0,212,0.0225
2005-08-26 04:37:22.240,30.487,-41.403,514.004,2.398,0.242,5.739,68.911,68.911,92.235,1,0,3392.0,212,0.0225
2005-08-26 04:37:22.520,30.49,-41.386,513.988,2.397,0.242,5.74,68.913,68.913,92.267,1,0,3264.0,212,0.0225
2005-08-26 04:37:22.800,30.494,-41.368,513.973,2.396,0.242,5.741,68.916,68.916,92.299,1,0,3136.0,212,0.0226
2005-08-27 04:07:52.120,35.498,-42.495,513.424,2.498,0.255,5.528,67.961,67.961,89.8,1,0,3392.0,213,0.0199
2005-08-27 04:07:52.420,35.502,-42.476,513.407,2.496,0.255,5.529,67.964,67.964,89.781,1,0,3520.0,213,0.0199
2005-08-27 04:07:52.740,35.506,-42.457,513.389,2.495,0.255,5.53,67.966,67.966,89.761,1,0,3520.0,213,0.0199
2005-08-27 04:08:25.280,35.901,-40.439,511.503,2.359,0.253,5.638,68.206,68.206,90.742,1,0,1184.0,214,0.0236
2005-08-27 04:08:26.440,35.914,-40.367,511.435,2.354,0.253,5.642,68.214,68.214,90.747,1,0,1056.0,214,0.0237
2005-09-01 03:17:00.500,38.963,-37.561,498.518,2.18,0.258,5.101,68.313,68.313,91.551,1,0,236.0,215,0.0297
2005-09-12 02:35:43.740,24.895,-42.304,478.107,2.416,0.235,3.415,70.511,70.511,87.656,1,0,560.0,216,0.022
2005-09-12 02:35:44.020,24.899,-42.286,478.088,2.415,0.235,3.416,70.514,70.514,87.674,1,0,592.0,216,0.022
2005-09-12 02:35:44.560,24.906,-42.252,478.051,2.413,0.235,3.418,70.52,70.52,87.71,1,0,624.0,216,0.0221
2005-09-12 02:35:44.840,24.91,-42.235,478.032,2.412,0.235,3.419,70.523,70.523,87.728,1,0,560.0,216,0.0221
2005-09-17 01:44:18.900,28.444,-37.567,462.53,2.155,0.237,2.961,71.067,71.067,87.881,1,0,2752.0,217,0.031
2005-09-17 01:44:19.140,28.447,-37.552,462.515,2.154,0.237,2.962,71.069,71.069,87.891,1,0,2496.0,217,0.031
2005-09-17 01:44:20.100,28.457,-37.492,462.456,2.151,0.237,2.964,71.074,71.074,87.922,1,0,2016.0,217,0.0311
2005-09-23 00:22:16.600,36.582,-36.743,451.992,2.119,0.254,2.151,70.082,70.082,110.165,1,1,456.0,218,0.0325
2005-09-29 06:44:11.500,-79.596,-58.31,460.738,2.144,0.313,2.113,65.307,65.307,135.018,0,0,172.0,219,0.0305
2005-10-05 03:48:36.760,-45.916,-53.735,452.645,2.057,0.248,0.474,67.382,67.382,115.686,1,1,1696.0,220,0.0353
2005-10-07 23:16:33.860,21.38,-36.847,446.744,2.1,0.227,0.114,72.252,72.252,93.002,1,1,2496.0,221,0.0334
2005-10-08 22:47:26.460,26.928,-35.351,447.143,2.033,0.234,0.039,71.798,71.798,91.49,1,1,528.0,222,0.0366
2005-10-08 22:47:27.540,26.938,-35.282,447.132,2.029,0.234,0.042,71.798,71.798,91.454,1,1,656.0,222,0.0368
2005-10-08 22:47:27.760,26.941,-35.268,447.13,2.029,0.234,0.043,71.799,71.799,91.447,1,1,592.0,222,0.0368
2005-10-08 22:47:28.400,26.947,-35.228,447.123,2.027,0.234,0.045,71.799,71.799,91.426,1,1,528.0,222,0.037
2005-10-08 22:47:37.780,27.038,-34.633,447.028,1.999,0.234,0.071,71.796,71.796,91.131,1,1,624.0,223,0.0385
2005-10-08 22:47:38.020,27.04,-34.618,447.026,1.999,0.234,0.072,71.796,71.796,91.124,1,1,752.0,223,0.0386
2005-10-08 22:47:38.240,27.042,-34.604,447.024,1.998,0.234,0.072,71.796,71.796,91.12,1,1,752.0,223,0.0386
2005-10-08 22:47:38.460,27.045,-34.59,447.021,1.997,0.234,0.073,71.795,71.795,91.115,1,1,752.0,223,0.0387
2005-10-08 22:47:38.660,27.047,-34.578,447.02,1.997,0.234,0.073,71.795,71.795,91.112,1,1,688.0,223,0.0387
2005-10-23 10:12:51.000,16.371,-32.777,451.666,1.909,0.224,11.117,71.822,71.822,89.82,1,0,656.0,224,0.0442
