,t,per,tb,L,MLT,lat,lon,shapes,final_eye
236,2003-03-23 11:05:22.300,0.195,0.5729,4.703,2.586,-62.693,-155.9,,2.0
237,2003-03-23 19:58:25.760,0.175,0.8351,5.893,22.626,68.268,31.901,,3.0
238,2003-03-28 22:05:40.440,0.215,0.6624,4.553,22.031,-62.492,27.46,,2.5
239,2003-03-29 04:27:59.240,0.18,0.5896,4.395,0.726,-74.81,-52.283,,2.5
240,2003-03-30 22:13:27.020,0.5,0.4949,4.051,10.583,60.81,-159.842,other,1.5
241,2003-03-30 23:02:32.800,0.2867,0.695,4.738,22.015,-67.13,12.949,,2.5
242,2003-03-31 10:05:34.520,0.235,1.1035,5.981,2.181,-67.533,-153.341,,3.0
243,2003-03-31 23:44:17.920,0.235,0.6848,4.718,22.448,58.3,-33.79,,2.5
244,2003-04-02 08:00:56.540,0.22,0.7669,5.605,6.24,-73.04,4.178,,2.0
245,2003-04-16 06:26:10.540,0.14,0.7521,5.641,0.544,-74.146,-121.315,,2.5
246,2003-04-17 06:14:55.220,0.26,0.5886,4.879,4.761,-69.498,5.044,,3.0
247,2003-04-17 06:15:03.060,0.168,0.5807,4.831,4.798,-69.154,5.461,,2.0
248,2003-04-17 09:21:05.100,0.2667,0.781,5.788,5.189,-79.207,-69.11,crown,1.5
249,2003-04-18 05:54:41.560,0.5533,0.6541,5.198,4.422,-70.688,6.365,,2.5
250,2003-04-18 11:58:07.900,0.084,0.5826,4.846,20.646,-48.474,129.387,,3.0
251,2003-04-18 12:11:57.380,0.2533,0.6147,5.091,7.017,-75.602,-98.63,crown,1.0
252,2003-04-22 04:35:51.120,0.14,0.7718,5.482,3.883,-68.509,20.682,,2.5
253,2003-04-22 04:36:37.240,0.2667,0.6681,5.086,4.17,-66.068,23.09,decr,1.0
254,2003-04-22 10:38:47.120,0.1267,0.5891,4.751,20.488,-49.226,141.208,,3.0
255,2003-04-23 05:40:33.980,0.165,0.6686,4.973,23.03,-69.633,-132.35,other,1.5
256,2003-04-23 05:41:42.480,0.155,0.9106,5.785,23.632,-73.665,-125.864,,3.0
257,2003-04-23 05:49:46.440,0.3267,0.6216,4.918,3.898,-71.508,-4.158,,3.0
258,2003-04-24 08:37:48.500,0.22,0.6082,4.734,4.716,-75.994,-58.55,,2.5
259,2003-04-24 15:32:10.860,0.2467,0.564,4.747,7.085,54.283,-114.755,other,1.5
260,2003-04-25 00:31:58.860,0.12,0.6235,4.924,5.394,-50.223,87.505,,2.5
261,2003-04-25 02:38:25.800,0.44,0.6248,4.913,8.605,67.315,86.504,,2.5
262,2003-04-25 06:32:06.520,0.2667,0.4635,3.876,21.63,-58.223,-159.141,other,1.0
263,2003-04-26 07:56:52.860,0.21,0.8356,5.754,3.894,-79.089,-66.047,,2.5
264,2003-04-28 01:06:24.540,0.1533,0.5432,4.498,4.66,-51.363,72.122,,2.5
265,2003-04-28 05:33:48.740,0.2733,0.5794,4.487,21.806,-64.065,-146.881,,3.0
266,2003-05-01 06:18:29.760,0.244,0.6506,4.691,3.21,-74.644,-34.437,,2.5
267,2003-05-01 06:19:32.920,0.384,0.5069,4.105,3.514,-71.066,-27.71,,2.5
268,2003-05-01 12:37:40.180,0.08,0.7493,5.592,6.336,-72.92,-126.016,,2.5
269,2003-05-01 19:02:19.120,0.3467,0.6027,4.917,6.557,-51.66,155.166,crown,1.5
270,2003-05-01 19:34:16.240,0.2467,0.5995,4.831,6.785,66.527,177.69,,2.0
271,2003-05-02 04:24:19.880,0.34,0.669,5.216,2.503,-72.642,-3.532,,2.5
272,2003-05-02 04:24:30.620,0.33,0.6587,5.166,2.542,-72.314,-2.955,crown,1.0
273,2003-05-02 04:25:09.540,0.4667,0.5935,4.81,2.803,-69.973,0.544,other,1.0
274,2003-05-02 12:17:16.880,0.1267,0.7622,5.88,6.11,-73.963,-125.166,,3.0
275,2003-05-04 00:39:56.900,0.495,0.624,5.049,3.485,-55.186,64.59,decr,1.0
276,2003-05-07 07:26:43.640,0.24,0.6466,4.899,3.245,-76.49,-69.57,,3.0
277,2003-05-07 07:27:12.480,0.2467,0.5706,4.545,3.332,-75.29,-65.992,,2.0
278,2003-05-07 10:38:03.980,0.1333,0.4617,3.915,4.99,-70.151,-103.963,,3.0
279,2003-05-07 15:25:09.820,0.3133,0.5578,4.563,6.093,-59.211,-166.385,other,1.5
280,2003-05-07 20:43:17.500,0.22,0.5759,4.65,6.512,67.44,148.696,other,1.5
281,2003-05-08 05:32:14.220,0.2,0.615,4.864,2.269,-75.717,-40.421,decr,1.0
282,2003-05-08 06:10:49.860,0.48,0.7066,5.559,7.314,65.787,4.344,other,1.5
283,2003-05-08 15:04:20.680,0.36,0.6273,5.164,6.015,-61.71,-164.826,,2.0
284,2003-05-09 11:30:55.540,0.125,1.2268,7.015,5.238,-75.454,-131.952,,3.0
285,2003-05-10 03:55:06.420,0.26,0.5178,4.152,6.519,63.11,32.035,crown,1.0
286,2003-05-13 13:56:12.320,0.105,0.6889,5.413,4.203,59.222,-127.958,,3.0
287,2003-05-14 21:00:11.420,0.295,0.6464,5.212,3.102,-49.651,99.022,,2.0
288,2003-05-15 12:41:36.840,0.412,0.7566,5.813,4.952,-67.998,-149.104,,2.5
289,2003-05-22 03:59:14.160,0.245,0.7463,4.757,0.608,-75.645,-46.155,,2.5
290,2003-05-24 07:48:54.240,0.075,0.7368,5.52,15.295,-49.66,116.994,,3.0
291,2003-05-28 06:41:45.460,0.1867,0.5961,4.57,1.618,-73.998,-95.397,decr,1.0
292,2003-05-28 13:05:07.520,0.52,0.5854,4.623,2.937,-57.482,-174.237,other,1.5
293,2003-05-29 19:36:22.740,0.22,1.3691,4.638,3.761,67.247,119.185,,3.0
294,2003-06-02 07:06:47.980,0.095,0.4321,3.687,2.679,47.045,-72.156,,3.0
295,2003-06-02 09:46:50.400,0.29,0.4721,3.813,2.168,-63.035,-138.349,,2.5
296,2003-06-02 10:17:25.000,0.2067,0.4991,4.028,1.427,52.417,-118.179,,2.0
297,2003-06-09 01:49:37.700,0.1667,0.6778,5.54,10.987,69.95,140.002,,3.0
298,2003-06-09 13:45:01.980,0.2867,0.5806,4.755,0.655,-50.988,153.433,crown,1.5
299,2003-06-16 22:53:38.200,0.14,0.6075,4.499,1.565,64.231,29.036,,3.0
300,2003-06-18 05:50:01.260,0.16,0.88,4.889,23.683,-71.632,-121.837,,2.5
301,2003-06-18 09:32:06.760,0.16,0.3493,3.047,23.087,51.929,-140.514,,2.0
302,2003-06-20 10:28:19.480,0.2933,0.6507,5.021,22.825,63.077,-152.831,,3.0
303,2003-06-22 07:38:24.920,0.16,0.5595,4.525,23.57,-63.938,-148.697,,2.0
304,2003-06-22 19:27:29.700,0.4133,0.8105,6.334,8.48,65.371,-148.194,crown,1.0
305,2003-06-22 22:24:19.640,0.16,0.6415,4.893,0.869,65.246,24.691,,3.0
306,2003-06-24 13:04:47.300,0.42,0.5941,4.726,10.554,-71.934,-10.584,,2.5
307,2003-06-27 17:44:58.120,0.1467,0.7582,6.066,8.012,60.944,-129.55,,3.0
308,2003-06-28 17:10:39.540,0.185,0.5455,4.31,23.301,65.286,91.033,,3.0
309,2003-07-03 13:53:54.760,0.08,0.9896,6.506,22.394,72.003,138.311,,3.0
310,2003-07-05 00:44:54.960,0.2,0.6134,5.125,7.846,68.289,103.851,,2.0
311,2003-07-07 08:32:40.000,0.33,0.6536,5.265,7.775,-66.994,24.029,crown,1.5
312,2003-07-15 03:35:24.640,0.2667,0.5638,4.583,6.783,65.042,43.244,crown,1.0
313,2003-07-16 09:35:04,0.08,0.6827,5.05,7.307,57.394,-44.141,,2.5
314,2003-07-27 14:14:26.740,0.0667,0.8052,6.11,9.944,-80.078,-66.862,,3.0
315,2003-07-28 15:25:01.740,0.26,0.5388,4.595,9.198,-71.061,-118.603,crown,1.0
316,2003-07-29 03:58:48.900,0.2333,0.5882,4.87,4.753,-60.514,41.53,crown,1.0
317,2003-07-29 14:28:41.800,0.2,0.5949,4.779,3.231,61.425,-147.63,,2.0
318,2003-07-29 19:43:55.140,0.6733,0.9201,6.744,8.083,-57.33,162.057,,3.0
319,2003-07-29 23:38:44.980,0.14,0.5756,4.52,18.65,49.911,-80.179,,3.0
320,2003-07-31 09:41:25.220,0.16,1.53,8.032,6.98,-80.623,-0.888,,3.0
321,2003-07-31 10:25:43.540,0.285,1.0265,5.962,18.528,70.927,130.144,,3.0
322,2003-07-31 17:29:22.100,0.12,0.7686,6.088,8.842,-64.996,-163.179,,2.5
323,2003-08-01 00:47:17.460,0.205,0.6953,5.15,4.409,67.053,47.974,,2.5
324,2003-08-01 12:28:55.980,0.7,0.7294,5.716,8.346,-79.103,-58.241,,3.0
325,2003-08-01 15:42:22.020,0.14,0.747,5.921,12.839,-77.47,-18.224,,3.0
326,2003-08-02 02:33:36.200,0.24,0.5645,4.653,4.278,-56.705,52.428,crown,1.5
327,2003-08-02 02:34:12.920,0.2733,0.6629,5.225,4.193,-58.914,53.456,,3.0
328,2003-08-02 21:27:40.960,0.14,0.9724,7.033,6.03,-52.784,125.474,,3.0
329,2003-08-03 18:59:16.800,0.26,0.8554,5.865,3.172,70.689,124.696,decr,1.5
330,2003-08-06 02:12:22.960,0.1467,0.5318,4.224,4.025,62.798,19.797,,3.0
331,2003-08-06 08:33:50.540,0.1933,0.569,4.588,4.203,51.229,-70.054,,2.0
332,2003-08-06 09:08:03.820,0.185,0.7088,5.26,5.882,-76.519,-30.251,,3.0
333,2003-08-06 10:41:57.740,0.34,0.5193,4.273,6.495,-74.367,-59.994,crown,1.0
334,2003-08-08 02:01:44.960,0.2533,0.5343,4.335,3.51,-56.227,47.622,,2.0
335,2003-08-08 06:15:11.860,0.11,0.723,5.241,4.294,58.364,-42.643,,3.0
336,2003-08-10 10:53:59.640,0.12,0.7234,5.841,6.974,-79.255,-52.287,,3.0
337,2003-08-14 06:17:57.680,0.28,0.5666,4.71,3.82,-72.34,-14.621,crown,1.5
338,2003-08-18 09:04:32.720,0.1133,0.5343,4.082,1.657,49.73,-102.387,,2.5
339,2003-08-18 09:38:51.460,0.0867,1.2596,5.164,5.584,-77.403,-59.877,,3.0
340,2003-08-18 11:12:55.220,0.14,0.8266,4.979,6.253,-75.972,-88.637,,3.0
341,2003-08-18 12:11:40.580,0.22,0.4288,3.552,0.847,57.527,-152.797,,2.5
342,2003-08-18 12:45:09.540,0.125,0.5849,4.287,6.009,-68.109,-126.408,,3.0
343,2003-08-18 12:46:35.660,0.205,1.0927,5.175,6.617,-72.846,-119.782,,3.0
344,2003-08-18 14:18:36.780,0.1133,0.8149,4.929,5.939,-63.923,-153.877,,2.5
345,2003-08-18 14:18:41.060,0.145,0.866,5.015,5.985,-64.278,-153.615,,3.0
346,2003-08-18 16:53:32.740,0.15,0.4828,3.836,1.49,64.405,131.808,,3.0
347,2003-08-18 17:24:02.880,0.23,0.6761,4.694,4.398,-50.56,152.295,,2.0
348,2003-08-18 18:28:28.260,0.1667,0.4576,3.711,1.772,63.267,108.843,,2.0
349,2003-08-18 20:03:24.700,0.2267,0.4415,3.607,1.924,62.128,85.807,other,1.0
350,2003-08-18 21:37:43.500,0.1067,0.5,3.863,1.986,62.826,61.567,,2.5
351,2003-08-18 21:38:00.560,0.205,0.4643,3.71,2.004,62.092,62.043,other,1.5
352,2003-08-21 06:26:14.900,0.18,0.5479,4.362,2.301,50.514,-69.139,,2.0
353,2003-08-21 06:26:22.020,0.1667,0.5096,4.166,2.32,49.761,-68.916,other,1.0
354,2003-08-21 17:54:48.900,0.2867,0.656,4.941,3.571,-49.374,137.846,crown,1.5
355,2003-08-21 17:55:22.400,0.1667,0.8647,5.832,3.698,-51.58,138.509,,3.0
356,2003-08-22 05:02:59.120,0.3133,0.554,4.513,2.681,-71.268,-14.37,decr,1.5
357,2003-08-22 05:03:05.300,0.2333,0.5688,4.597,2.691,-71.602,-13.857,,2.0
358,2003-08-22 09:47:32.300,0.315,0.5119,4.241,5.029,-73.69,-81.432,,3.0
359,2003-08-22 15:27:38.660,0.26,0.6918,4.95,0.417,68.484,141.007,,3.0
360,2003-08-22 17:02:29.660,0.14,0.6106,4.677,0.834,67.357,118.4,,2.5
361,2003-08-22 17:33:30.520,0.27,0.5808,4.747,3.496,-49.144,141.015,,2.0
362,2003-08-22 17:46:51.520,0.3133,0.6875,5.454,13.006,-77.131,-92.15,,3.0
363,2003-08-23 08:52:12.260,0.2,0.5563,4.591,0.654,53.227,-111.126,,2.5
364,2003-08-23 15:38:32.960,0.3067,0.4977,4.214,4.02,-51.982,168.884,other,1.0
365,2003-08-24 09:06:10.660,0.38,0.6364,4.956,4.894,-76.754,-66.737,crown,1.0
366,2003-08-24 12:13:14.380,0.07,0.6133,4.903,5.574,-70.128,-128.436,,3.0
367,2003-08-24 12:14:17.320,0.18,0.7379,5.637,6.103,-73.766,-122.39,,2.5
368,2003-08-24 12:17:29.220,0.0867,0.9272,6.947,7.912,-81.412,-76.822,,3.0
369,2003-08-27 05:52:07.840,0.2133,0.7478,5.875,1.27,54.495,-74.755,,3.0
370,2003-08-29 13:32:55.320,0.3267,0.5957,4.875,4.05,-59.858,-168.299,half,1.5
371,2003-08-30 06:23:37.760,0.14,0.5777,4.787,0.528,50.98,-87.546,,2.5
372,2003-09-05 15:44:30.440,0.25,0.6952,5.66,1.61,-51.289,139.831,,2.0
373,2003-09-10 09:19:07.140,0.215,0.5958,4.869,3.456,-72.154,-117.195,decr,1.0
374,2003-09-15 19:29:58.260,0.18,0.7077,5.542,22.254,67.43,30.914,,2.0
375,2003-09-16 08:42:32.760,0.195,0.4765,3.937,2.054,-65.927,-128.527,,2.5
376,2003-09-17 10:04:16.300,0.2933,0.6759,5.357,7.194,-76.654,-28.576,,2.5
377,2003-09-19 09:13:09.540,0.3267,0.7663,5.341,2.352,-69.24,-138.927,,3.0
378,2003-09-19 09:13:34.580,0.1333,0.8465,5.62,2.555,-70.605,-137.168,,3.0
379,2003-09-19 09:21:27.880,0.32,0.6947,5.265,6.908,-75.169,-17.463,,2.0
380,2003-09-19 12:17:39.400,0.195,0.6134,4.791,0.41,-52.769,163.034,,2.5
381,2003-09-20 15:17:56.660,0.49,0.71,5.542,9.976,-75.586,-110.349,,2.0
382,2003-09-22 19:54:11.780,0.3867,0.5915,4.955,9.983,59.381,-134.817,,2.0
383,2003-10-01 04:54:24.300,0.1067,0.665,5.185,0.609,-77.17,-81.701,,3.0
384,2003-10-14 07:55:36.160,0.16,0.5568,4.297,21.51,-54.255,177.083,,2.5
385,2003-10-14 21:21:33.040,0.3867,0.4663,3.892,7.726,64.221,160.332,,2.0
386,2003-10-15 06:11:06.120,0.1067,0.7065,5.13,3.635,-75.89,-26.21,,3.0
387,2003-10-15 06:12:16.720,0.2467,0.5578,4.467,4.055,-71.972,-17.597,,2.5
388,2003-10-15 07:35:16.540,0.1267,0.9704,5.81,22.086,-60.594,-176.592,,3.0
389,2003-10-15 10:54:24.560,0.065,0.7818,5.492,6.218,-76.787,-100.416,,3.0
390,2003-10-15 10:54:31.480,0.0733,0.749,5.347,6.231,-76.487,-99.395,,3.0
391,2003-10-15 15:41:32.220,0.325,0.6536,5.024,7.949,-64.903,-152.194,,3.0
392,2003-10-16 00:59:32.920,0.16,0.6016,4.568,21.252,-75.661,-59.215,,3.0
393,2003-10-16 18:31:05.740,0.28,0.6502,5.272,7.437,-55.606,168.939,,2.0
394,2003-10-17 05:28:10.460,0.1533,0.6446,4.776,3.497,-72.544,-11.717,,3.0
395,2003-10-17 08:34:50.940,0.1,1.2033,6.082,4.531,-79.56,-83.614,,3.0
396,2003-10-18 08:14:16.920,0.38,0.5692,4.552,4.65,-75.616,-62.662,,2.5
397,2003-10-18 16:43:33.960,0.1333,0.6021,4.954,6.464,60.497,-140.816,,2.5
398,2003-10-19 08:29:42.820,0.1,0.7311,5.615,8.786,63.443,-16.687,,3.0
399,2003-10-19 20:35:32.840,0.285,0.7162,5.375,6.013,-50.137,133.597,,2.0
400,2003-10-20 04:22:50.380,0.1933,0.5921,4.77,3.064,-69.621,2.941,,2.5
401,2003-10-20 23:23:07.760,0.2267,0.5293,4.381,4.521,-48.16,90.059,,2.5
402,2003-10-21 20:22:31.660,0.4733,0.523,4.258,6.784,65.592,161.657,crown,1.5
403,2003-10-21 20:24:00.440,0.1467,0.9737,6.35,6.87,70.787,167.31,,3.0
404,2003-10-22 06:46:14.000,0.4267,0.5971,4.527,3.625,-75.162,-47.645,other,1.5
405,2003-10-22 06:46:43.460,0.3333,0.5253,4.201,3.753,-73.542,-43.923,crown,1.5
406,2003-10-24 16:06:45.120,0.285,0.8959,6.119,5.659,63.674,-141.952,,3.0
407,2003-10-29 18:59:14.160,0.16,0.3888,3.357,5.591,61.584,162.653,,3.0
408,2003-10-29 19:47:55.240,0.104,0.4879,3.441,17.322,-66.68,-25.404,,3.0
409,2003-10-29 20:05:20.240,0.13,0.4526,3.698,4.368,-44.146,122.122,,3.0
410,2003-10-29 21:39:33.760,0.14,0.5213,3.881,3.634,-45.348,98.08,,2.5
411,2003-10-29 21:39:54.160,0.185,0.4512,3.633,3.696,-44.228,98.334,,2.5
412,2003-10-30 00:48:34.500,0.14,0.3237,2.904,3.118,-45.558,50.482,,2.5
413,2003-10-30 00:48:44.580,0.1533,0.3124,2.838,3.165,-44.812,50.655,crown,1.5
414,2003-10-30 18:37:39.240,0.1067,0.4991,3.822,5.431,63.537,167.388,,3.0
415,2003-10-31 00:25:30.360,0.09,0.4032,3.344,2.742,-48.809,53.144,,3.0
416,2003-10-31 20:54:18.580,0.0733,0.7223,4.932,3.371,-48.565,104.24,,2.5
417,2003-11-01 00:01:22.660,0.46,0.6839,4.611,1.985,-56.042,54.16,other,1.5
418,2003-11-01 08:24:57.120,0.0933,0.8665,5.724,6.842,58.79,-45.851,,3.0
419,2003-11-08 00:40:13.140,0.212,0.1877,1.947,2.537,-33.238,36.757,crown,1.0
420,2003-11-10 14:45:28.420,0.1333,0.6602,5.167,15.274,63.103,-11.265,,2.5
421,2003-11-10 16:06:58.380,0.21,0.5554,4.501,3.742,64.865,-176.748,,3.0
422,2003-11-11 00:00:20.860,0.425,0.6977,5.099,4.71,67.363,66.611,,2.5
423,2003-11-11 12:32:59.040,0.27,0.4931,4.103,3.313,55.337,-131.007,crown,1.5
424,2003-11-11 12:33:26.140,0.225,0.5697,4.516,3.308,56.797,-130.404,,3.0
425,2003-11-11 14:08:35.740,0.2133,0.4746,3.964,3.321,59.324,-152.981,,2.0
426,2003-11-11 14:08:51.280,0.275,0.5253,4.266,3.317,60.41,-152.403,,3.0
427,2003-11-11 20:27:57.240,0.32,0.4665,3.927,4.226,64.3,115.05,,2.5
428,2003-11-11 20:28:34.960,0.2467,0.5526,4.452,4.326,66.429,116.8,,3.0
429,2003-11-12 16:25:12.540,0.124,0.74,5.549,3.14,-51.833,145.51,,3.0
430,2003-11-13 14:26:59.640,0.34,0.7301,5.36,3.719,-56.238,171.207,half,1.0
431,2003-11-13 14:27:53.020,0.125,0.5145,4.253,3.629,-52.945,172.453,,3.0
432,2003-11-13 17:38:24.520,0.21,0.561,4.567,2.39,-47.436,126.561,,3.0
433,2003-11-13 18:08:34.780,0.155,0.4406,3.76,3.78,64.041,145.709,,2.5
434,2003-11-13 19:12:37.140,0.17,0.638,4.906,1.526,-48.547,102.503,,3.0
435,2003-11-13 19:12:51.340,0.2333,0.5874,4.669,1.572,-47.811,102.699,other,1.5
436,2003-11-13 19:13:07.000,0.14,0.5266,4.334,1.636,-46.705,102.981,,2.5
437,2003-11-13 21:17:49.460,0.15,0.5116,4.213,4.009,65.093,98.994,,2.5
438,2003-11-14 07:41:50.780,0.15,0.5875,4.53,2.779,-72.899,-104.81,,3.0
439,2003-11-14 13:01:30.120,0.34,0.6231,4.834,2.871,60.34,-141.806,half,1.0
440,2003-11-14 14:06:02.760,0.14,0.4123,3.58,3.49,-50.858,176.673,,2.0
441,2003-11-14 20:24:47.200,0.1933,0.5137,4.175,0.876,-48.309,82.347,other,1.5
442,2003-11-15 13:42:11.360,0.265,0.622,4.712,3.527,-55.955,178.423,,3.0
443,2003-11-15 13:42:27.300,0.232,0.5517,4.373,3.494,-54.861,178.857,,3.0
444,2003-11-15 20:01:50.280,0.18,0.6057,4.676,0.701,-49.725,85.511,,2.5
445,2003-11-15 23:06:59.400,0.135,0.7148,5.08,23.216,-63.902,31.512,,3.0
446,2003-11-16 04:24:39.240,0.1533,0.6666,5.147,4.641,62.607,-14.522,,2.5
447,2003-11-16 08:31:40.400,0.22,0.6164,4.682,3.036,-71.307,-118.732,,2.5
448,2003-11-16 10:40:22.740,0.24,0.6443,4.99,2.848,54.81,-113.428,decr,1.0
449,2003-11-16 14:55:55.820,0.1667,0.4436,3.802,2.931,-48.673,160.714,,2.0
450,2003-11-16 15:27:04.440,0.52,0.6533,4.975,2.972,66.438,-177.888,crown,1.5
451,2003-11-16 18:36:14.360,0.27,0.5723,4.569,3.567,67.178,135.288,,3.0
452,2003-11-17 15:04:06.340,0.15,0.587,4.617,2.782,65.128,-175.415,decr,1.5
453,2003-11-17 16:08:28.580,0.26,0.459,3.939,2.301,-46.346,141.137,half,1.0
454,2003-11-17 16:39:03.380,0.245,0.5912,4.637,3.126,66.938,162.403,,2.5
455,2003-11-18 14:09:40.400,0.2,0.6196,4.927,2.885,-53.853,166.148,,2.5
456,2003-11-20 15:31:02.100,0.1867,0.7594,4.081,2.549,64.51,170.989,,3.0
457,2003-11-20 18:37:52.700,0.0867,0.2891,2.619,2.702,56.556,118.937,,3.0
458,2003-11-20 18:38:12.200,0.16,0.3166,2.799,2.747,58.022,119.593,,3.0
459,2003-11-21 08:45:37.980,0.285,0.4374,3.631,2.453,46.832,-98.089,,3.0
460,2003-11-22 17:24:33.620,0.1,0.7632,4.755,0.615,-47.743,111.039,,3.0
461,2003-11-22 20:33:15.360,0.2467,0.4525,3.629,23.5,-48.799,63.232,crown,1.5
462,2003-11-23 06:26:05.820,0.48,0.4419,3.725,2.956,47.827,-66.874,decr,1.5
463,2003-11-30 01:37:01.540,0.2533,0.7054,5.555,21.593,-78.579,-64.758,,3.0
464,2003-12-08 08:04:05.960,0.11,0.5508,4.353,0.498,-62.898,-149.013,,3.0
465,2003-12-08 19:39:59.980,0.145,0.6459,4.777,0.63,66.602,72.464,,2.0
466,2003-12-09 14:03:09.920,0.16,0.554,4.516,22.819,-47.221,126.143,,3.0
467,2003-12-09 19:28:37.940,0.14,0.7958,6.428,8.458,65.136,-145.042,,2.5
468,2003-12-10 03:19:02.600,0.075,0.8583,6.642,9.368,71.729,88.744,,3.0
469,2003-12-10 03:19:07.560,0.156,0.8328,6.462,9.397,71.385,89.28,,3.0
470,2003-12-11 02:55:50.480,0.092,0.8271,6.385,9.194,71.283,93.175,,3.0
471,2003-12-13 12:29:29.080,0.11,0.5953,4.851,22.727,-49.407,140.531,,3.0
472,2003-12-21 21:06:04.380,0.7933,0.6359,5.29,6.993,68.915,161.315,,2.0
